id,date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice,USD RATE
7839,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,595.5,1.6391,324.7303
7840,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2075,5.7115,324.7303
7841,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1299.17,3.576,324.7303
7842,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,945.43,2.6023,324.7303
7843,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1036.27,2.8524,324.7303
7844,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,pulses and nuts,Lentils,KG,actual,Retail,LKR,350.7,0.9653,324.7303
7845,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Bananas,KG,actual,Retail,LKR,144.4,0.3975,324.7303
7846,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,220.8,0.6078,324.7303
7847,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Carrots,KG,actual,Retail,LKR,320.14,0.8812,324.7303
7848,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,394.57,1.0861,324.7303
7849,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,255.6,0.7036,324.7303
7850,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,334,0.9194,324.7303
7851,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Papaya,KG,actual,Retail,LKR,122.95,0.3384,324.7303
7852,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,465,1.2799,324.7303
7853,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,352.6,0.9705,324.7303
7854,2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,165.13,0.4545,324.7303
7855,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.67,0.5991,324.7303
7856,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,cereals and tubers,Rice (white),KG,actual,Retail,LKR,235,0.6468,324.7303
7857,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,45.87,0.1263,324.7303
7858,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2040,5.6152,324.7303
7859,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1580,4.349,324.7303
7860,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2556,7.0355,324.7303
7861,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1024.67,2.8204,324.7303
7862,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1370,3.771,324.7303
7863,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,pulses and nuts,Beans,KG,actual,Retail,LKR,408,1.123,324.7303
7864,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,173.33,0.4771,324.7303
7865,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Carrots,KG,actual,Retail,LKR,326,0.8973,324.7303
7866,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,86,0.2367,324.7303
7867,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,358.67,0.9872,324.7303
7868,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,242.67,0.668,324.7303
7869,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,340.67,0.9377,324.7303
7870,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Papaya,KG,actual,Retail,LKR,188,0.5175,324.7303
7871,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,214,0.589,324.7303
7872,2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,156.67,0.4312,324.7303
7873,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,219.2,0.6034,324.7303
7874,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,320,0.8808,324.7303
7875,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,220,0.6056,324.7303
7876,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230,0.6331,324.7303
7877,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,47.4,0.1305,324.7303
7878,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1362.83,3.7513,324.7303
7879,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1820,5.0096,324.7303
7880,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,620,1.7066,324.7303
7881,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1990,5.4776,324.7303
7882,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1250,3.4407,324.7303
7883,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,pulses and nuts,Beans,KG,actual,Retail,LKR,503.8,1.3867,324.7303
7884,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1133.33,3.1196,324.7303
7885,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,vegetables and fruits,Bananas,KG,actual,Retail,LKR,217,0.5973,324.7303
7886,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,224.8,0.6188,324.7303
7887,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,334.4,0.9205,324.7303
7888,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,253.2,0.6969,324.7303
7889,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,502,1.3818,324.7303
7890,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,vegetables and fruits,Papaya,KG,actual,Retail,LKR,191.2,0.5263,324.7303
7891,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,576.5,1.5868,324.7303
7892,2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,291.6,0.8026,324.7303
7893,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230,0.6331,324.7303
7894,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.4,0.1332,324.7303
7895,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1700,4.6793,324.7303
7896,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,573.33,1.5781,324.7303
7897,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2053.33,5.6519,324.7303
7898,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,pulses and nuts,Beans,KG,actual,Retail,LKR,503,1.3845,324.7303
7899,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1056.67,2.9085,324.7303
7900,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,pulses and nuts,Lentils,KG,actual,Retail,LKR,324,0.8918,324.7303
7901,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,vegetables and fruits,Bananas,KG,actual,Retail,LKR,181.6,0.4999,324.7303
7902,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,202.67,0.5578,324.7303
7903,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,vegetables and fruits,Carrots,KG,actual,Retail,LKR,290.33,0.7992,324.7303
7904,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,73.33,0.2019,324.7303
7905,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,254,0.6991,324.7303
7906,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,422.8,1.1638,324.7303
7907,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,vegetables and fruits,Papaya,KG,actual,Retail,LKR,118.4,0.3259,324.7303
7908,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,488,1.3432,324.7303
7909,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,123.67,0.3404,324.7303
7910,2023-10-15,Southern,Hambantota,Hambantota,6.141300201416016,81.08159637451172,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,204.67,0.5634,324.7303
7911,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,216,0.5945,324.7303
7912,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.7,0.134,324.7303
7913,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1800,4.9546,324.7303
7914,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1050,2.8902,324.7303
7915,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2150,5.918,324.7303
7916,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1416.67,3.8994,324.7303
7917,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,392.5,1.0804,324.7303
7918,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1983.33,5.4592,324.7303
7919,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,845,2.3259,324.7303
7920,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,pulses and nuts,Lentils,KG,actual,Retail,LKR,321,0.8836,324.7303
7921,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,229,0.6303,324.7303
7922,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,100.62,0.277,324.7303
7923,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,358,0.9854,324.7303
7924,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,272,0.7487,324.7303
7925,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,385,1.0597,324.7303
7926,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,vegetables and fruits,Papaya,KG,actual,Retail,LKR,132.5,0.3647,324.7303
7927,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,128,0.3523,324.7303
7928,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,320,0.8808,324.7303
7929,2023-10-15,Southern,Hambantota,Tissamaharama,6.2774979,81.2871275,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,184,0.5065,324.7303
7930,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230,0.6331,324.7303
7931,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2107.5,5.801,324.7303
7932,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1218.75,3.3547,324.7303
7933,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2200,6.0556,324.7303
7934,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1427.5,3.9293,324.7303
7935,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,595.5,1.6391,324.7303
7936,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2002.5,5.512,324.7303
7937,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,pulses and nuts,Beans,KG,actual,Retail,LKR,523,1.4396,324.7303
7938,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,983.6,2.7074,324.7303
7939,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1034.7,2.8481,324.7303
7940,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,pulses and nuts,Lentils,KG,actual,Retail,LKR,328,0.9028,324.7303
7941,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,vegetables and fruits,Bananas,KG,actual,Retail,LKR,199,0.5478,324.7303
7942,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,217,0.5973,324.7303
7943,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,vegetables and fruits,Carrots,KG,actual,Retail,LKR,296,0.8148,324.7303
7944,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,78.5,0.2161,324.7303
7945,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,365.5,1.0061,324.7303
7946,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,256.6,0.7063,324.7303
7947,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,451.6,1.243,324.7303
7948,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,441,1.2139,324.7303
7949,2023-10-15,Southern,Matara,Matara,5.952000141143799,80.51570129394531,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,298,0.8203,324.7303
7950,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,209.2,0.5758,324.7303
7951,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,216.51,0.596,324.7303
7952,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230,0.6331,324.7303
7953,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2440,6.7162,324.7303
7954,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1250,3.4407,324.7303
7955,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,985,2.7113,324.7303
7956,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1593.33,4.3857,324.7303
7957,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2360,6.496,324.7303
7958,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1193.33,3.2847,324.7303
7959,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,621,1.7093,324.7303
7960,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1224,3.3691,324.7303
7961,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,909,2.5021,324.7303
7962,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1073.33,2.9544,324.7303
7963,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,pulses and nuts,Lentils,KG,actual,Retail,LKR,327.6,0.9017,324.7303
7964,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,vegetables and fruits,Bananas,KG,actual,Retail,LKR,192.8,0.5307,324.7303
7965,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,184.8,0.5087,324.7303
7966,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,vegetables and fruits,Carrots,KG,actual,Retail,LKR,293.6,0.8081,324.7303
7967,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,77.4,0.213,324.7303
7968,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,341.67,0.9405,324.7303
7969,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,426,1.1726,324.7303
7970,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,438,1.2056,324.7303
7971,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,151.6,0.4173,324.7303
7972,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,292,0.8037,324.7303
7973,2023-10-15,Uva,Badulla,Badulla,6.988800048828125,81.04149627685547,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,196,0.5395,324.7303
7974,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,199.2,0.5483,324.7303
7975,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,47.72,0.1314,324.7303
7976,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1256,3.4572,324.7303
7977,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,870,2.3947,324.7303
7978,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1550,4.2664,324.7303
7979,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2390,6.5786,324.7303
7980,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,634,1.7451,324.7303
7981,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2010,5.5326,324.7303
7982,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1279.6,3.5222,324.7303
7983,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1240,3.4132,324.7303
7984,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,pulses and nuts,Beans,KG,actual,Retail,LKR,448.8,1.2353,324.7303
7985,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,958,2.6369,324.7303
7986,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,pulses and nuts,Lentils,KG,actual,Retail,LKR,328,0.9028,324.7303
7987,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Bananas,KG,actual,Retail,LKR,216,0.5945,324.7303
7988,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,180,0.4955,324.7303
7989,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Carrots,KG,actual,Retail,LKR,256,0.7047,324.7303
7990,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,277.6,0.7641,324.7303
7991,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,392,1.079,324.7303
7992,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Papaya,KG,actual,Retail,LKR,136,0.3743,324.7303
7993,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,248,0.6826,324.7303
7994,2023-10-15,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,188,0.5175,324.7303
7995,2023-10-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,218,0.6001,324.7303
7996,2023-10-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,cereals and tubers,Rice (white),KG,actual,Retail,LKR,232.6,0.6402,324.7303
7997,2023-10-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,50.17,0.1381,324.7303
7998,2023-10-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2403,6.6144,324.7303
7999,2023-10-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1254.8,3.4539,324.7303
8000,2023-10-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2450,6.7437,324.7303
